time,force,force_increment
30.6,32841.649716362,41.854441136027
30.9,32883.047653326,41.397936963702
31.2,32923.993614857,40.94596153179
31.5,32964.485786942,40.492172084319
31.8,33004.52380446,40.038017518054
32.1,33044.120279855,39.59647539477
32.4,33083.269588108,39.149308253567
32.7,33121.969841692,38.700253584109
33,33160.248642287,38.278800594475
33.3,33198.109492717,37.860850430574
33.6,33235.556456187,37.446963469309
33.9,33272.594017346,37.037561159414
34.2,33309.208811612,36.614794266337
34.5,33345.418786268,36.20997465519
34.8,33381.219248123,35.800461855688
35.1,33416.602177906,35.382929783176
35.4,33451.592401417,34.990223510118
35.7,33486.19645335,34.604051933355
36,33520.417758258,34.221304907689
36.3,33554.259568058,33.841809799946
36.6,33587.721585506,33.462017448037
36.9,33620.795792895,33.07420738948
37.2,33653.485646098,32.689853202639
37.5,33685.806745996,32.321099898087
37.8,33717.760784141,31.954038145625
38.1,33749.327651991,31.566867849608
38.4,33780.480823156,31.15317116474
38.7,33811.110088124,30.629264968346
39,33841.033433956,29.923345832103
39.3,33869.973919959,28.94048600283
39.6,33897.512901201,27.538981241458
39.9,33922.978929062,25.466027861381
40.2,33945.496271683,22.517342621599
40.3,33942.54046415,-2.9558075336172
40.4,33925.690014997,-16.850449152713
40.5,33624.851870119,-300.83814487777
40.6,32537.921129757,-1086.9307403624
40.7,28641.674476766,-3896.2466529913
40.8,11560.838818356,-17080.83565841
40.9,3274.9889717811,-8285.8498465747
41,2088.2970579585,-1186.6919138225
41.1,1823.4165460265,-264.88051193205
41.2,1709.871258549,-113.54528747751
41.3,1639.7201728062,-70.151085742771
41.4,1585.3470128668,-54.373159939404
41.5,1538.614481965,-46.732530901781
41.6,1496.5961584653,-42.018323499732
41.7,1458.0549536039,-38.541204861447
41.8,1422.3431517015,-35.711801902306
41.9,1389.0795675064,-33.26358419516
42,1358.0035915161,-31.075975990278
42.1,1328.9170109479,-29.086580568237
42.2,1301.6659818609,-27.251029087001
42.3,1276.0905452048,-25.575436656036
42.4,1252.0067322777,-24.083812927089
42.5,1229.5057977724,-22.50093450533
42.6,1208.189857737,-21.315940035448
42.7,1188.1971993623,-19.992658374669
42.8,1169.289461109,-18.907738253337
42.9,1151.3311717446,-17.95828936438
43,1134.3491560017,-16.982015742894
43.1,1118.1176477164,-16.231508285285
43.2,1102.5333186192,-15.584329097241
43.3,1087.739195437,-14.794123182153
43.4,1073.5674019007,-14.171793536303
43.5,1060.0095284254,-13.557873475259
43.6,1047.221471435,-12.788056990467
43.7,1035.032480594,-12.188990840941
43.8,1023.604147797,-11.428332797046
43.9,1012.7871109098,-10.817036887197
44,1002.712906772,-10.074204137756
44.1,993.15252775315,-9.5603790188902
