time,force,force_increment
0,0,0
0.3,2347.3346829019,2347.3346829019
0.6,4693.498329863,2346.1636469611
0.9,7038.4889351456,2344.9906052825
1.2,9382.312795587,2343.8238604414
1.5,11724.967830528,2342.6550349407
1.8,14066.454703145,2341.4868726178
2.1,16406.77416281,2340.3194596649
2.4,18745.926934594,2339.152771784
2.7,21077.049550989,2331.1226163947
3,23280.368929628,2203.3193786386
3.3,24896.05512279,1615.6861931619
3.6,25417.855566468,521.80044367823
3.9,25717.140213318,299.28464684994
4.2,25933.05994045,215.91972713175
4.5,26119.35864923,186.29870878081
4.8,26285.547388519,166.18873928903
5.1,26436.005707141,150.45831862132
5.4,26577.61883944,141.61313229962
5.7,26714.660539236,137.04169979527
6,26847.548619007,132.88807977103
6.3,26977.023769997,129.47515099031
6.6,27103.413056133,126.38928613617
6.9,27226.862708969,123.44965283592
7.2,27347.515103102,120.65239413291
7.5,27465.451708518,117.93660541638
7.8,27580.562615115,115.11090659635
8.1,27693.494578584,112.9319634691
8.4,27803.20382366,109.70924507637
8.7,27911.55262942,108.34880575991
9,28017.864682934,106.31205351404
9.3,28122.930431331,105.06574839655
9.6,28226.527326136,103.59689480527
9.9,28328.684168066,102.15684193001
10.2,28429.354874744,100.67070667805
10.5,28528.580873015,99.225998270649
10.8,28626.322536093,97.74166307821
11.1,28722.625956618,96.303420525433
11.4,28817.506055144,94.880098525511
11.7,28911.057568419,93.551513275001
12,29003.160906094,92.103337675599
12.3,29093.84380113,90.682895036054
12.6,29183.246084437,89.402283306747
12.9,29271.067909885,87.821825448009
13.2,29357.545165695,86.477255810114
13.5,29442.554958937,85.00979324197
13.8,29526.308860746,83.753901808392
14.1,29608.60533973,82.296478984408
14.4,29689.462982928,80.85764319836
14.7,29769.327396106,79.86441317766
15,29848.14077658,78.813380474032
15.3,29925.980826024,77.840049443868
15.6,30002.811990419,76.831164395444
15.9,30078.694410127,75.882419707414
16.2,30153.594207806,74.899797679696
16.5,30227.578889354,73.984681547787
16.8,30300.533225826,72.954336471528
17.1,30372.681979922,72.148754096626
17.4,30443.929015701,71.247035778382
17.7,30514.290131909,70.361116207732
18,30583.764243719,69.474111810399
18.3,30652.387766753,68.623523033679
18.6,30720.149498882,67.7617321291
18.9,30787.053388333,66.903889451194
19.2,30853.116943614,66.063555281107
19.5,30918.359137779,65.242194165108
19.8,30982.80656051,64.447422730605
20.1,31046.413177907,63.60661739677
20.4,31109.19526448,62.782086573709
20.7,31171.21719048,62.021925999863
21,31232.489828926,61.272638446077
21.3,31292.936259566,60.446430639382
21.6,31352.581329552,59.645069986491
21.9,31411.469480856,58.888151303887
22.2,31469.632030414,58.16254955803
22.5,31527.037380013,57.405349598881
22.8,31583.605028993,56.567648979897
23.1,31639.447665679,55.842636686571
23.4,31694.550896315,55.103230636105
23.7,31748.87226901,54.321372694631
24,31802.572712213,53.70044320287
24.3,31855.626706411,53.053994197981
24.6,31908.099429366,52.472722955281
24.9,31959.978828748,51.879399381578
25.2,32011.198128289,51.219299541288
25.5,32061.904276621,50.706148331545
25.8,32112.036635381,50.132358760638
26.1,32161.601691917,49.565056536063
26.4,32210.606265552,49.004573635033
26.7,32259.063787205,48.457521652341
27,32306.973456088,47.909668883123
27.3,32354.347741378,47.374285290563
27.6,32401.185012081,46.837270703028
27.9,32447.492364384,46.307352302338
28.2,32493.273983738,45.78161935454
28.5,32538.544351156,45.270367417808
28.8,32583.317969994,44.773618837535
29.1,32627.600699934,44.282729940052
29.4,32671.380593946,43.779894012576
29.7,32714.669112868,43.288518921589
30,32757.479306193,42.810193325426
30.3,32799.795120881,42.315814688125
30.6,32841.649208366,41.854087484542
30.9,32883.04707848,41.397870113782
31.2,32923.993465671,40.946387191427
31.5,32964.485638717,40.492173045452
31.8,33004.523658487,40.038019770662
32.1,33044.120135949,39.59647746211
32.4,33083.269445508,39.149309558852
32.7,33121.969675732,38.700230223789
33,33160.24849717,38.278821437656
33.3,33198.109349762,37.860852592137
33.6,33235.556321707,37.446971945465
33.9,33272.593415935,37.037094228195
34.2,33309.208677946,36.615262010608
34.5,33345.418654452,36.209976505867
34.8,33381.219107263,35.800452810625
35.1,33416.602035678,35.382928415129
35.4,33451.592310241,34.990274563039
35.7,33486.196346429,34.604036187979
36,33520.417688113,34.221341684541
36.3,33554.259403168,33.841715054892
36.6,33587.721564171,33.462161002972
36.9,33620.795388252,33.0738240805
37.2,33653.48558563,32.690197378783
37.5,33685.806692276,32.321106646101
37.8,33717.761198842,31.95450656554
38.1,33749.338865739,31.577666896737
38.4,33780.56051067,31.221644931713
38.7,33811.425286412,30.864775741655
39,33841.933806911,30.50852049893
39.3,33872.032971489,30.099164578263
39.6,33901.524372955,29.491401466126
39.9,33930.10559141,28.58121845431
40.2,33957.369703916,27.264112506738
40.3,33964.323895166,6.954191249155
40.4,33970.03074889,5.7068537239902
40.5,33973.680507366,3.649758476342
40.6,33971.759572628,-1.9209347375509
40.7,33955.859529331,-15.900043297646
40.8,33541.778907056,-414.08062227492
40.9,31276.815548425,-2264.963358631
41,11742.975548906,-19533.839999519
41.1,2161.742187893,-9581.2333610127
41.2,1307.6933651522,-854.04882274079
41.3,1147.5954260663,-160.09793908593
41.4,1092.634561297,-54.960864769263
41.5,1062.0095595538,-30.625001743155
41.6,1039.3733351574,-22.636224396439
41.7,1020.1795529809,-19.193782176482
41.8,1002.8877695882,-17.291783392719
41.9,986.82537514556,-16.062394442635
