time,force,force_increment
0,0,0
0.3,2347.3346828996,2347.3346828996
0.6,4693.4983298662,2346.1636469666
0.9,7038.4889351473,2344.9906052811
1.2,9382.3127955868,2343.8238604395
1.5,11724.967830524,2342.6550349369
1.8,14066.454703146,2341.486872622
2.1,16406.774162815,2340.319459669
2.4,18745.926934594,2339.1527717797
2.7,21077.04955099,2331.122616396
3,23280.36892973,2203.3193787398
3.3,24896.051242957,1615.6823132274
3.6,25417.855549108,521.80430615033
3.9,25717.140238617,299.28468950966
4.2,25932.58772115,215.44748253267
4.5,26119.357774656,186.7700535062
4.8,26285.547441896,166.1896672392
5.1,26436.006496748,150.45905485232
5.4,26577.619799872,141.61330312393
5.7,26714.661586946,137.04178707392
6,26847.54986912,132.88828217455
6.3,26977.025005142,129.47513602208
6.6,27103.414301043,126.38929590047
6.9,27226.863990643,123.44968960052
7.2,27347.516384003,120.65239335978
7.5,27465.452996191,117.93661218812
7.8,27580.564103739,115.11110754782
8.1,27693.508624284,112.9445205451
8.4,27803.421575365,109.91295108127
8.7,27911.565817134,108.14424176869
9,28018.123257526,106.55744039148
9.3,28122.930723217,104.80746569173
9.6,28226.527628616,103.596905399
9.9,28328.684467043,102.15683842632
10.2,28429.355141698,100.67067465542
10.5,28528.581144801,99.226003103464
10.8,28626.322688368,97.741543567008
11.1,28722.626179475,96.303491106235
11.4,28817.501132025,94.874952550748
11.7,28911.05770646,93.556574434533
12,29003.161039906,92.103333445637
12.3,29093.843933637,90.682893731835
12.6,29183.246212911,89.402279273756
12.9,29271.068035905,87.821822994007
13.2,29357.545292243,86.477256337901
13.5,29442.555077747,85.009785503615
13.8,29526.316934162,83.76185641544
14.1,29608.530442249,82.213508086945
14.4,29689.428810986,80.898368736369
14.7,29769.322349726,79.893538740049
15,29848.152948425,78.830598699831
15.3,29925.963742077,77.810793651992
15.6,30002.821737435,76.857995358037
15.9,30078.679463284,75.857725848495
16.2,30153.601809431,74.922346146839
16.5,30227.593194567,73.991385136742
16.8,30300.533654251,72.940459683261
17.1,30372.784628524,72.250974273498
17.4,30443.929459789,71.144831265039
17.7,30514.290542901,70.361083112039
18,30583.764578647,69.474035745538
18.3,30652.38808749,68.623508842848
18.6,30720.149810292,67.761722801875
18.9,30787.053737928,66.903927636104
19.2,30853.117235092,66.063497163865
19.5,30918.359416875,65.242181783422
19.8,30982.807929395,64.448512519793
20.1,31046.413440621,63.605511226287
20.4,31109.198718676,62.78527805522
20.7,31171.224495611,62.025776934559
21,31232.490144503,61.265648892262
21.3,31292.936569259,60.446424755857
21.6,31352.581629776,59.645060517487
21.9,31411.46977232,58.888142543725
22.2,31469.632305455,58.162533134768
22.5,31527.037655918,57.405350463545
22.8,31583.605299784,56.567643865717
23.1,31639.447931838,55.842632053875
23.4,31694.559721379,55.111789540795
23.7,31748.875163024,54.315441645096
24,31802.564201092,53.689038067958
24.3,31855.631385564,53.067184471653
24.6,31908.095409199,52.464023635701
24.9,31959.984346808,51.888937609154
25.2,32011.198328685,51.213981876539
25.5,32061.904503513,50.706174827668
25.8,32112.036835387,50.132331874145
26.1,32161.601624842,49.564789455511
26.4,32210.606470952,49.004846109685
26.7,32259.063993875,48.457522922778
27,32306.973634799,47.90964092455
27.3,32354.34793983,47.374305030415
27.6,32401.185207137,46.837267307033
27.9,32447.492555918,46.307348780952
28.2,32493.274171802,45.781615884185
28.5,32538.544535884,45.270364082284
28.8,32583.318152374,44.773616489936
29.1,32627.600879674,44.282727299593
29.4,32671.380770686,43.779891012437
29.7,32714.669286626,43.288515940341
30,32757.479478105,42.81019147878
30.3,32799.795312975,42.315834869492
30.6,32841.649732567,41.854419592622
30.9,32883.047244042,41.397511474395
31.2,32923.993501457,40.946257414878
31.5,32964.48580029,40.492298833247
31.8,33004.523818394,40.038018104264
32.1,33044.120294659,39.596476265084
32.4,33083.269602342,39.149307682834
32.7,33121.97001095,38.700408608398
33,33160.248815195,38.278804244583
33.3,33198.109505417,37.860690221743
33.6,33235.556474223,37.446968806056
33.9,33272.593599796,37.037125572679
34.2,33309.20882847,36.615228674091
34.5,33345.418803384,36.20997491468
34.8,33381.219251697,35.800448312752
35.1,33416.602183201,35.382931504028
35.4,33451.592411883,34.990228681832
35.7,33486.196452337,34.604040454491
36,33520.418391515,34.221939177689
36.3,33554.259549573,33.841158058029
36.6,33587.721608601,33.462059027894
36.9,33620.795593103,33.073984502371
37.2,33653.485670386,32.690077282277
37.5,33685.806749588,32.321079202309
37.8,33717.760810323,31.954060735028
38.1,33749.326994319,31.566183996161
38.4,33780.476449017,31.149454697508
38.7,33811.094292825,30.617843808272
39,33840.992027027,29.897734202386
39.3,33869.877622824,28.885595796353
39.6,33897.30448682,27.426863996647
39.9,33922.529481868,25.224995047633
40.2,33944.538256347,22.008774479335
40.3,33936.168291592,-8.3699647551039
40.4,33835.604203587,-100.56408800481
40.5,33041.387650151,-794.21655343642
40.6,29388.754522376,-3652.6331277753
40.7,4790.5435232984,-24598.210999077
40.8,1487.6186342234,-3302.924889075
40.9,1132.7465861212,-354.87204810226
41,1039.8049334135,-92.941652707691
41.1,997.5306093414,-42.27432407208
