0,0
0.1,411.41094672953
0.2,822.54706840576
0.3,1233.4113449603
0.4,1644.0067832253
0.5,2054.1358948671
0.6,2461.057412011
0.7,2861.4419844186
0.8,3253.8419475443
0.9,3636.978459886
1,4008.4309235236
1.1,4357.6035134048
1.2,4668.1084153451
1.3,4938.5899854959
1.4,5176.1521018759
1.5,5381.0809769641
1.6,5555.9136432351
1.7,5707.0547454815
1.8,5837.2477631081
1.9,5950.0012875754
2,6046.0182079993
2.1,6128.7767000391
2.2,6201.6356138481
2.3,6266.6801065561
2.4,6325.5725568967
2.5,6379.623303118
2.6,6429.8245147318
2.7,6476.8680936072
2.8,6521.26893948
2.9,6563.4031763732
3,6603.4489336334
3.1,6641.7679024312
3.2,6678.5136985031
3.3,6713.9029411956
3.4,6748.1101468928
3.5,6781.1964111599
3.6,6813.3085119973
3.7,6844.5729431775
3.8,6875.0552393381
3.9,6904.789164897
4,6933.8246831656
4.1,6962.174016487
4.2,6989.8594221611
4.3,7016.9175858693
4.4,7043.3599522831
4.5,7069.1824685097
4.6,7094.364241655
4.7,7118.8894123241
4.8,7142.7196361229
4.932419555648879, 7192.9888427219785
5.311837761286518, 7207.439554758761
5.513049918462973, 7107.307064221963
5.861245547987024, 2913.1576454799733
6.071224262557616, 2852.4046434494203
6.493687867523919, 2808.181315644003
7.0220666930067654, 2843.559977888336
7.471177013914989, 2870.0939745715878
7.97314273849979, 2905.4726368159227
8.554347765778727, 2940.8512990602558
9.082726591261576, 2976.22996130459
9.452597609475662, 3002.7639579878405
9.795909517389285, 2985.074626865673
10.139192223422423, 2958.5406301824223
10.244815425134119, 2949.69596462134
10.350146608040976, 2852.404643449421
10.402417974107864, 2684.3559977888353
10.533695027825015, 2445.5500276395815
10.66494287966168, 2197.8993919292443
10.717155841967605, 2012.161415146491
10.848462097565239, 1782.2001105583213
11.00626905970237, 1578.7728026534014
11.163959214317567, 1339.9668325041475
11.400859469746418, 1092.3161967938104
11.664202027953797, 853.5102266445565
11.95389928329825, 597.0149253731361
12.402045942150496, 331.67495854063236
12.87707293198853, 207.84964068546378
13.378717435888005, 145.93698175787904
13.8805079491899, 128.2476506357125
