time,Rx_left,Rx_right,p,separation
0,0,0,0,0
0.00025,-0.03948243232278,0.038987407320832,0.0005,4.4475750207345e-09
0.0005,-0.078478668144725,0.077983643142842,0.0005,8.8618249313956e-09
0.00075,-0.11747490396667,0.11697987896472,0.0005,1.3276074842057e-08
0.001,-0.15647113978862,0.15597611478671,0.0005,1.7690324752718e-08
0.00125,-0.19546737561056,0.19497235060865,0.0005,2.2104574663379e-08
0.0015,-0.23446361143251,0.23396858643066,0.0005,2.651882457404e-08
0.00175,-0.27345984725445,0.27296482225257,0.0005,3.0933074484701e-08
0.002,-0.3124560830764,0.31196105807441,0.0005,3.5347324395362e-08
0.00225,-0.35145231889835,0.35095729389645,0.0005,3.9761574306023e-08
0.0025,-0.39044855472029,0.38995352971836,0.0005,4.4175824216685e-08
0.00275,-0.42944479054224,0.42894976554034,0.0005,4.8590074127346e-08
0.003,-0.46844102636419,0.46794600136224,0.0005,5.3004324038007e-08
0.00325,-0.50743726218613,0.50694223718416,0.0005,5.7418573948668e-08
0.0035,-0.54643349800808,0.54593847300631,0.0005,6.1832823859329e-08
0.00375,-0.58542973383003,0.5849347088281,0.0005,6.624707376999e-08
0.004,-0.62442596965197,0.62393094465003,0.0005,7.0661323680651e-08
0.00425,-0.66342220547392,0.66292718047216,0.0005,7.5075573591312e-08
0.0045,-0.70241844129586,0.70192341629392,0.0005,7.9489823501973e-08
0.00475,-0.74141467711781,0.74091965211585,0.0005,8.3904073412635e-08
0.005,-0.78041091293975,0.77991588793776,0.0005,8.8318323323296e-08
0.00525,-0.8194071487617,0.81891212375969,0.0005,9.2732573233957e-08
0.0055,-0.85840338458364,0.85790835958159,0.0005,9.7146823144617e-08
0.00575,-0.89739962040559,0.89690459540401,0.0005,1.0156107305528e-07
0.006,-0.93639585622754,0.93590083122539,0.0005,1.0597532296594e-07
0.00625,-0.97539209204949,0.97489706704747,0.0005,1.103895728766e-07
0.0065,-1.0143883278714,1.0138933028694,0.0005,1.1480382278726e-07
0.00675,-1.0533845636934,1.0528895386916,0.0005,1.1921807269792e-07
0.007,-1.0923807995153,1.0918857745136,0.0005,1.2363232260858e-07
0.00725,-1.1313770353373,1.1308820103353,0.0005,1.2804657251925e-07
0.0075,-1.1703732711592,1.1698782461572,0.0005,1.3246082242991e-07
0.00775,-1.2093695069812,1.2088744819791,0.0005,1.3687507234057e-07
0.008,-1.2483657428031,1.247870717801,0.0005,1.4128932225123e-07
0.00825,-1.2873619786251,1.2868669536236,0.0005,1.4570357216189e-07
0.0085,-1.326358214447,1.3258631894452,0.0005,1.5011782207255e-07
0.00875,-1.3653544502689,1.3648594252669,0.0005,1.5453207198321e-07
0.009,-1.4043506860909,1.4038556610891,0.0005,1.5894632189387e-07
0.00925,-1.4433469219128,1.4428518969107,0.0005,1.6336057180453e-07
0.0095,-1.4823431577348,1.4818481327329,0.0005,1.677748217152e-07
0.00975,-1.5213393935567,1.5208443685546,0.0005,1.7218907162586e-07
0.01,-1.5603356293787,1.559840604377,0.0005,1.7660332153652e-07
0.01025,-1.5993318652006,1.5988368401984,0.0005,1.8101757144718e-07
0.0105,-1.6383281010226,1.6378330760208,0.0005,1.8543182135784e-07
0.01075,-1.6773243368445,1.6768293118432,0.0005,1.898460712685e-07
0.011,-1.7163205726665,1.7158255476644,0.0005,1.9426032117916e-07
0.01125,-1.7553168084884,1.7548217834858,0.0005,1.9867457108982e-07
0.0115,-1.7943130443104,1.7938180193089,0.0005,2.0308882100049e-07
0.01175,-1.8333092801323,1.8328142551303,0.0005,2.0750307091115e-07
0.012,-1.8723055159542,1.8718104909522,0.0005,2.1191732082181e-07
0.01225,-1.9113017517762,1.9108067267741,0.0005,2.1633157073247e-07
0.0125,-1.9502979875981,1.9498029625961,0.0005,2.2074582064313e-07
0.01275,-1.9892942234201,1.988799198418,0.0005,2.2516007055379e-07
0.013,-2.028290459242,2.0277954342399,0.0005,2.2957432046445e-07
0.01325,-2.067286695064,2.0667916700626,0.0005,2.3398857037511e-07
0.0135,-2.1062829308859,2.1057879058842,0.0005,2.3840282028577e-07
0.01375,-2.1452791667079,2.1447841417054,0.0005,2.4281707019643e-07
0.014,-2.1842754025298,2.1837803775278,0.0005,2.472313201071e-07
0.01425,-2.2232716383518,2.2227766133502,0.0005,2.5164557001776e-07
0.0145,-2.2622678741737,2.2617728491719,0.0005,2.5605981992842e-07
0.01475,-2.3012641099957,2.300769084993,0.0005,2.6047406983908e-07
0.015,-2.3402603458176,2.3397653208162,0.0005,2.6488831974974e-07
0.01525,-2.3792565816396,2.3787615566375,0.0005,2.693025696604e-07
0.0155,-2.4182528174615,2.4177577924596,0.0005,2.7371681957106e-07
0.01575,-2.4572490532834,2.4567540282822,0.0005,2.7813106948172e-07
0.016,-2.4962452891054,2.4957502641031,0.0005,2.8254531939238e-07
0.01625,-2.5352415249273,2.5347464999264,0.0005,2.8695956930305e-07
0.0165,-2.5742377607493,2.5737427357467,0.0005,2.9137381921371e-07
0.01675,-2.6132339965712,2.6127389715688,0.0005,2.9578806912437e-07
0.017,-2.6522302323932,2.6517352073921,0.0005,3.0020231903503e-07
0.01725,-2.6912264682151,2.6907314432131,0.0005,3.0461656894569e-07
0.0175,-2.7302227040371,2.729727679035,0.0005,3.0903081885635e-07
0.01775,-2.769218939859,2.7687239148569,0.0005,3.1344506876701e-07
0.018,-2.8082151756809,2.8077201506793,0.0005,3.1785931867767e-07
0.01825,-2.8472114115029,2.8467163865008,0.0005,3.2227356858833e-07
0.0185,-2.8862076473248,2.8857126223232,0.0005,3.26687818499e-07
0.01875,-2.9252038831468,2.9247088581459,0.0005,3.3110206840966e-07
0.019,-2.9642001189687,2.9637050939654,0.0005,3.3551631832032e-07
0.01925,-3.0031963547907,3.0027013297889,0.0005,3.3993056823098e-07
0.0195,-3.0421925906126,3.0416975656104,0.0005,3.4434481814164e-07
0.01975,-3.0416701965462,3.0379514948799,0.0037193797304845,4.6947761011403e-06
0.02,-2.9943710275313,2.9824526891141,0.01192090788691,2.4974049401631e-05
0.02025,-2.9513891342377,2.9318681662549,0.019525247947637,5.7451602731922e-05
0.0205,-2.9086824009421,2.8816019461119,0.027086462050179,0.00010271950249112
0.02075,-2.865861850563,2.8312134649646,0.034657042298215,0.00016104157058473
0.021,-2.822913240536,2.7806850433147,0.042238547785568,0.00023255067960434
0.02125,-2.7798350483537,2.7300163749209,0.049830755776276,0.00031737393275418
0.0215,-2.7366250680623,2.6792051959793,0.057433754834513,0.00041564442730013
0.02175,-2.6932792518793,2.6282471030024,0.065047933941475,0.00052750368010861
0.022,-2.6497922532433,2.5771361023899,0.072673897430296,0.00065310294400938
0.02225,-2.6061577294383,2.525865065972,0.080312400291769,0.00079260413820158
0.0225,-2.5623684830111,2.4744259629395,0.087964314299384,0.00094618079112773
0.02275,-2.5184164596317,2.4228097235929,0.095630642468995,0.001114019657564
0.023,-2.4742927663096,2.3710063252181,0.10331250677404,0.0012963219748962
0.02325,-2.4299876601351,2.3190048468167,0.1110111401911,0.0014933047709021
0.0235,-2.3854904457869,2.2667932208236,0.11872791747991,0.0017052031054998
0.02375,-2.3407893866338,2.2143581141737,0.12646436958762,0.0019322722818789
0.024,-2.2958716565856,2.1616850225496,0.13422217143408,0.0021747895738393
0.02425,-2.2507232613752,2.1087582764905,0.14200314165053,0.0024330562922759
0.0245,-2.2053287012115,2.055560167208,0.1498093513622,0.0027074033729301
0.02475,-2.1596710192378,2.0020715702631,0.15764304717917,0.0029981921563496
0.025,-2.1137314223614,1.948271088165,0.16550675776053,0.0033058209164787
0.02525,-2.0674892377262,1.8941354578917,0.17340324573048,0.0036307270959866
0.0255,-2.0209213170593,1.839638212918,0.18133567171884,0.0039733974676337
0.02575,-1.9740020401009,1.784750613636,0.18930743956088,0.0043343679121403
0.026,-1.9267023674051,1.7294392290373,0.19732257667981,0.0047142435271483
0.02625,-1.878990044551,1.6736675730364,0.20538553317128,0.005113698424839
0.0265,-1.8308284356157,1.6173939227429,0.21350141509235,0.0055334943089719
0.02675,-1.7821757268025,1.5605704517478,0.2216760971789,0.0059744964522397
0.027,-1.7329843723993,1.503143299204,0.22991623153367,0.0064376867184425
0.02725,-1.6831990034829,1.4450489372567,0.23822968373502,0.0069242007571572
0.0275,-1.6327555988514,1.3862144717507,0.24662552650609,0.0074353478246031
0.02775,-1.5815788332967,1.3265538770163,0.25511450637398,0.0079726601001573
0.028,-1.5295789052514,1.2659645167241,0.26370934940958,0.0085379432022489
