0.05,0.077,0.086,0.092,0.095
0.075,0.067,0.074,0.077,0.079
0.1,0.061,0.066,0.068,0.069
0.125,0.0546964,0.0584047,0.0611858,0.0611858
0.15,0.0512002,0.0545853,0.0554316,0.0562779
0.175,0.0481857,0.050928,0.0517115,0.052495
0.2,0.0461729,0.0483716,0.0487381,0.0492878
0.225,0.0435323,0.0456052,0.0469872,0.0469872
0.25,0.0416261,0.0432649,0.0439204,0.0442482
0.275,0.0398452,0.0412515,0.0418765,0.0418765
0.3,0.0381489,0.0394953,0.0403929,0.0406921
