time,Fx
0,0
0.01,80.830465509317
0.02,161.46753459549
0.03,241.91191113498
0.04,322.16430346668
0.05,389.66630838237
0.06,393.33458556406
0.07,396.31231029189
0.08,398.81656942481
0.09,400.99808229374
0.1,402.95941544366
0.11,404.77148980058
0.12,406.4810075441
0.13,408.12031874281
0.14,409.71066871616
0.15,411.2664129286
0.16,412.79718445108
0.17,414.3094571791
0.18,415.80766931388
0.19,417.29453907605
0.2,418.77229957487
0.21,420.24224164594
0.22,421.70530690772
0.23,423.16220122599
0.24,424.61321975711
0.25,426.05884882421
0.26,427.49936744398
0.27,428.93464581492
0.28,430.36511220213
0.29,431.79085925212
0.3,433.21170804242
0.31,434.62788897576
0.32,436.03947843458
0.33,437.44647499756
0.34,438.8490307703
0.35,440.24682491142
0.36,441.64023630676
0.37,443.02917274985
0.38,444.41360710039
0.39,445.7938006584
0.4,447.16935160572
0.41,448.54054310221
0.42,449.90688616786
0.43,451.26820573582
0.44,452.6238837932
0.45,453.97134826731
0.46,455.30643315494
0.47,380.4397967898
0.48,326.0802689713
0.49,285.77416062107
0.5,253.50429195191
0.51,226.55203215613
0.52,203.43808170743
0.53,183.25723982702
0.54,165.41420210892
0.55,149.49225599648
0.56,135.18762722346
0.57,122.26931620194
0.58,110.56340286122
0.59,99.925671778423
0.6,90.246960680253
0.61,81.430433602037
0.62,73.40492057424
0.63,66.101375977061
0.64,59.469777048664
0.65,53.467889726641
0.66,48.049288246219
0.67,43.18041166726
0.68,38.827555430229
0.69,34.946935813423
0.7,31.505945087261
