d,ep,stress,total_strain
0,0,0,0
0,0,27.515506675563,0.00040007999999991
0,0,55.022035086561,0.00080031999999997
0,0,82.51959779129,0.00120072
0,0,110.00820732333,0.00160128
0,0,137.48787619205,0.0020020000000002
0,0,164.9586168823,0.00240288
0,0,192.42044185487,0.00280392
0,0,219.87336354611,0.0032051200000001
0,0,247.31739436833,0.0036064800000003
0,0,274.75254670947,0.004008
0,0,302.17883293388,0.0044096800000002
0,0.00014584651717834,319.59517684036,0.00481152
0,0.00054161894764406,319.86660949329,0.0052135200000001
0,0.0009372352701471,320.13793435554,0.00561568
0,0.0013326956083335,320.40915151271,0.006018
0,0.0017280000857028,320.68026105039,0.00642048
0,0.0021231488256077,320.95126305406,0.0068231200000002
0,0.0025181419512537,321.22215760899,0.0072259200000001
0,0.0029129795856998,321.49294480052,0.0076288800000001
0,0.0033076618518596,321.76362471381,0.008032
0,0.0033076618518596,294.43383471345,0.0076288800000001
0,0.0033076618518596,267.09524560278,0.0072259200000001
0,0.0033076618518596,239.74784515646,0.00682312
0,0.0033076618518596,212.39162112535,0.0064204800000001
0,0.0033076618518596,185.02656123654,0.006018
0,0.0033076618518596,157.65265319337,0.0056156800000001
0,0.0033076618518596,130.26988467531,0.0052135200000001
0,0.0033076618518596,102.87824333777,0.00481152
0,0.0033076618518596,75.477716812381,0.0044096800000001
0,0.0033076618518596,48.068292706423,0.004008
0,0.0033076618518596,20.649958603455,0.0036064800000001
0,0.0033076618518596,-6.7772979373973,0.0032051200000002
0,0.0033076618518596,20.649958603454,0.0036064800000001
0,0.0033076618518596,48.068292706439,0.004008
0,0.0033076618518596,75.477716812377,0.0044096800000002
0,0.0033076618518596,102.87824333774,0.00481152
0,0.0033076618518596,130.26988467531,0.0052135200000002
0,0.0033076618518596,157.65265319337,0.00561568
0,0.0033076618518596,185.02656123654,0.006018
0,0.0033076618518596,212.39162112536,0.0064204800000001
0,0.0033076618518596,239.74784515645,0.00682312
0,0.0033076618518596,267.09524560281,0.0072259200000001
0,0.0033076618518596,294.43383471347,0.0076288800000002
0,0.0033076618518599,321.76362471379,0.0080320000000002
0,0.0037021888725005,322.03419743387,0.00843528
0,0.0040965607702438,322.30466304571,0.0088387200000001
0,0.0044907776675662,322.57502163412,0.0092423200000003
0,0.0048848396867985,322.84527328387,0.0096460800000001
0,0.0052787469501266,323.11541807962,0.01005
0,0.0056724995795924,323.38545610591,0.01045408
0,0.0056724995795924,296.12047126699,0.01005
0,0.0056724995795924,268.84672940665,0.0096460800000001
0,0.0056724995795924,241.56421838704,0.0092423200000002
0,0.0056724995795924,214.27292604675,0.00883872
0,0.0056724995795924,186.97284020099,0.0084352799999999
0,0.0056724995795924,159.66394864129,0.008032
0,0.0056724995795924,132.34623913545,0.0076288800000001
0,0.0056724995795924,105.01969942763,0.0072259200000001
0,0.0056724995795924,77.684317238274,0.00682312
0,0.0056724995795924,50.340080263939,0.00642048
0,0.0056724995795924,22.986976177387,0.0060180000000001
0,0.0056724995795924,-4.375007372652,0.00561568
0,0.0056724995795924,22.98697617737,0.006018
0,0.0056724995795924,50.340080263931,0.00642048
0,0.0056724995795924,77.684317238239,0.00682312
0,0.0056724995795924,105.01969942763,0.0072259200000002
0,0.0056724995795924,132.34623913541,0.0076288800000001
0,0.0056724995795924,159.66394864128,0.008032
0,0.0056724995795924,186.97284020099,0.00843528
0,0.0056724995795924,214.27292604673,0.00883872
0,0.0056724995795924,241.56421838699,0.0092423200000002
0,0.0056724995795924,268.84672940659,0.0096460800000001
0,0.0056724995795924,296.12047126693,0.01005
0,0.0056724995795924,323.38545610584,0.01045408
0,0.0060660976970911,323.65538744724,0.01085832
0,0.0064595414243777,323.92521218789,0.01126272
0,0.0068528308830589,324.19493041216,0.01166728
0,0.0072459661946001,324.46454220415,0.012072
0,0.0076389474803218,324.73404764797,0.01247688
0,0.0080317748614017,325.0034468275,0.01288192
0,0.0080317748614017,297.8029602333,0.01247688
0,0.0080317748614017,270.59375840603,0.012072
0,0.0080317748614017,243.37582929452,0.01166728
0,0.0080317748614017,216.14916082439,0.01126272
0,0.0080317748614017,188.91374089784,0.01085832
0,0.0080317748614017,161.66955739382,0.01045408
0,0.0080317748614017,134.41659816772,0.01005
0,0.0080317748614017,107.1548510516,0.00964608
0,0.0080317748614017,79.884303853865,0.0092423200000002
0,0.0080317748614017,52.604944359376,0.00883872
0,0.0080317748614017,25.316760329358,0.0084352799999999
0,0.0080317748614017,-1.9802604986395,0.008032
0,0.0080317748614017,25.316760329395,0.00843528
0,0.0080317748614017,52.604944359394,0.00883872
0,0.0080317748614017,79.884303853883,0.0092423200000001
0,0.0080317748614017,107.15485105163,0.0096460800000001
0,0.0080317748614017,134.41659816774,0.01005
0,0.0080317748614017,161.66955739381,0.01045408
0,0.0080317748614017,188.91374089783,0.01085832
0,0.0080317748614017,216.14916082439,0.01126272
0,0.0080317748614017,243.37582929453,0.01166728
0,0.0080317748614017,270.59375840602,0.012072
0,0.0080317748614017,297.8029602333,0.01247688
0,0.0080317748614018,325.00344682749,0.01288192
0,0.0084244484588744,325.27273982666,0.01328712
0,0.0088169683936315,325.54192672917,0.01369248
0,0.0092093347864217,325.8110076187,0.014098
0,0.0096015477578513,326.07998257877,0.01450368
0,0.0099936074283846,326.34885169287,0.01490952
0,0.010385513918344,326.61761504433,0.01531552
0,0.010385513918344,299.48132195402,0.01490952
0,0.010385513918344,272.33635512131,0.01450368
0,0.010385513918344,245.1827025809,0.014098
0,0.010385513918344,218.02035234448,0.01369248
0,0.010385513918344,190.84929240066,0.01328712
0,0.010385513918344,163.66951071476,0.01288192
0,0.010385513918344,136.48099522908,0.01247688
0,0.010385513918344,109.28373386264,0.012072
0,0.010385513918344,82.077714511014,0.01166728
0,0.010385513918344,54.86292504652,0.01126272
0,0.010385513918344,27.639353318031,0.01085832
0,0.010385513918344,0.40698715095646,0.01045408
0,0.010385513918344,-26.834185652805,0.01005
0,0.010385513918344,0.4069871509363,0.01045408
0,0.010385513918344,27.639353318012,0.01085832
0,0.010385513918344,54.862925046508,0.01126272
0,0.010385513918344,82.077714510966,0.01166728
0,0.010385513918344,109.28373386262,0.012072
0,0.010385513918344,136.48099522905,0.01247688
0,0.010385513918344,163.66951071472,0.01288192
0,0.010385513918344,190.84929240064,0.01328712
0,0.010385513918344,218.02035234451,0.01369248
0,0.010385513918344,245.18270258089,0.014098
0,0.010385513918344,272.3363551213,0.01450368
0,0.010385513918344,299.48132195399,0.01490952
0,0.010385513918344,326.61761504431,0.01531552
0,0.010777267347908,326.88627271646,0.01572168
0,0.011168867837118,327.1548247923,0.016128
0,0.011560315505869,327.42327135507,0.01653448
0,0.011951610473918,327.6916124876,0.01694112
0,0.01234275286088,327.95984827279,0.01734792
0,0.01273374278623,328.22797879354,0.01775488
0,0.01273374278623,301.15557662162,0.01734792
0,0.01273374278623,274.07454190311,0.01694112
0,0.01273374278623,246.98486275771,0.01653448
0,0.01273374278623,219.8865272825,0.016128
0,0.01273374278623,192.77952355146,0.01572168
0,0.01273374278623,165.66383961575,0.01531552
