d,ep,stress,total_strain
0.51344894721131,0.020521707108884,71.010098216409,0.044968
0.51959430277782,0.020521707108884,69.416389327669,0.04538568
0.52563058480685,0.020521707108884,67.87127268669,0.04580352
0.53156052903281,0.020521707108884,66.372750370317,0.04622152
0.53738676778198,0.020521707108884,64.918933891744,0.04663968
0.54311183575036,0.020521707108884,63.508036496888,0.047058
0.54873817534923,0.020521707108884,62.138366126881,0.04747648
0.55426814166123,0.020521707108884,60.808318977375,0.04789512
0.55970400703738,0.020521707108884,59.516373596804,0.04831392
0.56504796537183,0.020521707108884,58.261085468275,0.04873288
0.57030213607707,0.020521707108884,57.041082030386,0.049152
0.57546856779019,0.020521707108884,55.855058092997,0.04957128
0.58054924182961,0.020521707108884,54.701771612177,0.04999072
0.58554607542372,0.020521707108884,53.580039790682,0.05041032
