time Fx load
0 0 0
0.0001 0 0
0.0002 0.2887515322543 0.0001
0.0003 0.57750221100797 0.0002
0.0004 0.86625187090715 0.0003
0.0005 1.1549992828278 0.0004
0.0006 1.4437434844023 0.0005
0.0007 1.7324835141758 0.0006
0.0008 2.0212184117503 0.0007
0.0009 2.3099472179515 0.0008
0.001 2.5986679544258 0.0009
0.0011 2.8873792560621 0.001
0.0012 3.176077520241 0.0011
0.0013 3.4647051863454 0.0012
0.0014 3.7534301187502 0.0013
0.0015 4.0420072158333 0.0014
0.0016 4.3306329470426 0.0015
0.0017 4.6192399696086 0.0016
0.0018 4.9078267697848 0.0017
0.0019 5.1963861150153 0.0018
0.002 5.4849213369761 0.0019
0.0021 5.7729861002659 0.002
0.0022 6.0614075411153 0.0021
0.0023 6.3498093415842 0.0022
0.0024 6.638184339388 0.0023
0.0025 6.9265254128032 0.0024
0.0026 7.214832645853 0.0025
0.0027 7.5030815461464 0.0026
0.0028 7.7913144946107 0.0027
0.0029 8.0795091745837 0.0028
0.003 8.3676563439981 0.0029
0.0031 8.6555952983712 0.003
0.0032 8.9436031176997 0.0031
0.0033 9.231451134729 0.0032
0.0034 9.5193673960989 0.0033
0.0035 9.8071746335253 0.0034
0.0036 10.094764114179 0.0035
0.0037 10.382360979425 0.0036
0.0038 10.66979675707 0.0037
0.0039 10.956319921582 0.0038
0.004 11.243602777728 0.0039
0.0041 11.530691018235 0.004
0.0042 11.817741864214 0.0041
0.0043 12.104579674295 0.0042
0.0044 12.390440225286 0.0043
0.0045 12.676904231335 0.0044
0.0046 12.963148423389 0.0045
0.0047 13.249169827722 0.0046
0.0048 13.535152030133 0.0047
0.0049 13.820391689889 0.0048
0.005 14.106067342454 0.0049
0.0051 14.391540018252 0.005
0.0052 14.676319845479 0.0051
0.0053 14.961279946674 0.0052
0.0054 15.245951066854 0.0053
0.0055 15.530354843452 0.0054
0.0056 15.814446414624 0.0055
0.0057 16.097921790819 0.0056
0.0058 16.377800090438 0.0057
0.0059 16.660476991563 0.0058
0.006 16.942233509335 0.0059
0.0061 17.223971069724 0.006
0.0062 17.504560669372 0.0061
0.0063 17.784691713405 0.0062
0.0064 18.064566387182 0.0063
0.0065 18.34270513513 0.0064
0.0066 18.62086335938 0.0065
0.0067 18.898538356252 0.0066
0.0068 19.175640790047 0.0067
0.0069 19.451091266185 0.0068
0.007 19.724935275299 0.0069
0.0071 19.99851685292 0.007
0.0072 20.27028793663 0.0071
0.0073 20.537694836735 0.0072
