time Fx load
0 0 0
0.0001 0 0
0.0002 0.29016721770221 0.0001
0.0003 0.58033412784355 0.0002
0.0004 0.87049963443151 0.0003
0.0005 1.1606631348766 0.0004
0.0006 1.4508235920266 0.0005
0.0007 1.7409800942091 0.0006
0.0008 2.0311317304666 0.0007
0.0009 2.3212775906742 0.0008
0.001 2.6113896808618 0.0009
0.0011 2.9015439521471 0.001
0.0012 3.1916603412253 0.0011
0.0013 3.4817652742634 0.0012
0.0014 3.7718559061576 0.0013
0.0015 4.0618555179213 0.0014
0.0016 4.3519025370462 0.0015
0.0017 4.6419317787929 0.0016
0.0018 4.9319395721683 0.0017
0.0019 5.2219216573909 0.0018
0.002 5.5118797679244 0.0019
0.0021 5.801794580045 0.002
0.0022 6.0916808598193 0.0021
0.0023 6.3815376432466 0.0022
0.0024 6.6713581512598 0.0023
0.0025 6.961151906266 0.0024
0.0026 7.2509120330388 0.0025
0.0027 7.5406372403591 0.0026
0.0028 7.8303234556274 0.0027
0.0029 8.1199749103945 0.0028
0.003 8.4095875627412 0.0029
0.0031 8.6991435220225 0.003
0.0032 8.9886550491212 0.0031
0.0033 9.2780980755613 0.0032
0.0034 9.5674452846421 0.0033
0.0035 9.8567314264426 0.0034
0.0036 10.145842559678 0.0035
0.0037 10.434806020212 0.0036
0.0038 10.723733565689 0.0037
0.0039 11.012554388655 0.0038
0.004 11.301337495068 0.0039
0.0041 11.590019640679 0.004
0.0042 11.878590939837 0.0041
0.0043 12.16700815748 0.0042
0.0044 12.455258403688 0.0043
0.0045 12.743408950566 0.0044
0.0046 13.03138578454 0.0045
0.0047 13.319020329806 0.0046
0.0048 13.606561295727 0.0047
0.0049 13.893970597168 0.0048
0.005 14.181224340159 0.0049
0.0051 14.46830512825 0.005
0.0052 14.75504404728 0.0051
0.0053 15.041499775784 0.0052
0.0054 15.327782279012 0.0053
0.0055 15.613014968985 0.0054
0.0056 15.898926566201 0.0055
0.0057 16.184515559683 0.0056
0.0058 16.469697330808 0.0057
0.0059 16.753825589472 0.0058
0.006 17.037747473805 0.0059
0.0061 17.320950108748 0.006
0.0062 17.603713305507 0.0061
0.0063 17.885970517034 0.0062
0.0064 18.167789552 0.0063
0.0065 18.449330159341 0.0064
0.0066 18.729605794416 0.0065
0.0067 19.009059107176 0.0066
0.0068 19.287664505911 0.0067
0.0069 19.565184000669 0.0068
0.007 19.841906664551 0.0069
0.0071 20.117643299935 0.007
0.0072 20.391339690335 0.0071
0.0073 20.662210536295 0.0072
