stress,total_strain
339.31107161609,0.023162205
339.47746672533,0.0232645
339.64384575852,0.023366805
339.81020871883,0.02346912
339.97655560937,0.023571445
340.14288643317,0.02367378
340.3092011934,0.023776125
340.47549989326,0.02387848
340.6417825358,0.023980845
340.80804912429,0.02408322
340.97429966149,0.024185605
341.14053415082,0.024288
341.30675259532,0.024390405
341.47295499821,0.02449282
341.63914136237,0.024595245
341.80531169106,0.02469768
341.97146598733,0.024800125
342.13760425438,0.02490258
342.30372649531,0.025005045
342.46983271317,0.02510752
342.63592291104,0.025210005
342.80199709217,0.0253125
342.9680552595,0.025415005
343.1340974163,0.02551752
343.30012356549,0.025620045
343.46613371037,0.02572258
343.63212785383,0.025825125
343.79810599915,0.02592768
343.96406814942,0.026030245
344.13001430766,0.02613282
344.29594447692,0.026235405
344.46185866047,0.026338
344.62775686129,0.026440605
344.7936390825,0.02654322
344.95950532725,0.026645845
345.12535559863,0.02674848
345.29118989951,0.026851125
345.45700823339,0.02695378
345.62281060295,0.027056445
345.78859701154,0.02715912
345.95436746218,0.027261805
346.12012195799,0.0273645
323.89014315698,0.027467205
310.23117050993,0.02756992
299.79307388663,0.027672645
291.12937467226,0.02777538
283.6297419375,0.027878125
276.96836681317,0.02798088
270.9471077662,0.028083645
265.43487451051,0.02818642
260.33963986531,0.028289205
255.59388408974,0.028392
251.1463451234,0.028494805
246.95702692961,0.02859762
242.99401939587,0.028700445
239.2313851008,0.02880328
235.64771092294,0.028906125
232.22507298251,0.02900898
228.94829596074,0.029111845
225.80439824015,0.02921472
222.78217402795,0.029317605
219.87187241473,0.0294205
217.06494724152,0.029523405
214.35385958887,0.02962632
211.73191995972,0.029729245
209.19316084073,0.02983218
206.73223278658,0.029935125
204.34431893669,0.03003808
202.02506411721,0.030141045
199.77051561138,0.03024402
197.57707332556,0.030347005
195.44144759847,0.03045
193.36062327119,0.030553005
191.33182891504,0.03065602
189.35251034589,0.030759045
187.42030771455,0.03086208
185.53303560457,0.030965125
183.68866566748,0.03106818
181.88531140871,0.031171245
180.12121481438,0.03127432
178.39473454849,0.031377405
176.70433550349,0.0314805
175.04857952044,0.031583605
173.42611712052,0.03168672
171.8356801194,0.031789845
170.2760750098,0.03189298
168.74617701769,0.031996125
167.24492475215,0.03209928
165.77131537394,0.032202445
164.32440022929,0.03230562
162.90328088553,0.032408805
161.50710553812,0.032512
160.13506573256,0.032615205
158.78639337963,0.03271842
157.46035802667,0.032821645
156.1562643621,0.03292488
154.87344992447,0.033028125
153.61128300145,0.03313138
152.36916069764,0.033234645
151.14650715296,0.03333792
149.94277190142,0.033441205
148.7574283539,0.0335445
147.58997239455,0.033647805
146.43992108278,0.03375112
145.30681144631,0.033854445
144.19019936405,0.03395778
143.08965852486,0.034061125
142.0047794617,0.03416448
140.93516864704,0.034267845
139.88044765498,0.03437122
138.84025237356,0.034474605
137.81423227282,0.034578
136.80204971729,0.034681405
135.8033793234,0.03478482
134.81790735758,0.034888245
133.84533117041,0.03499168
132.88535866637,0.035095125
131.9377078049,0.03519858
131.00210613169,0.035302045
130.0782903372,0.03540552
129.16600584056,0.035509005
128.26500639755,0.0356125
127.3750537314,0.035716005
126.49591718252,0.03581952
125.62737337951,0.035923045
124.76920592702,0.03602658
123.92120511019,0.036130125
123.08316761597,0.03623368
122.25489626785,0.036337245
121.4361997755,0.03644082
120.62689249698,0.036544405
119.82679421194,0.036648
119.0357299083,0.036751605
118.25352957775,0.03685522
117.48002802257,0.036958845
116.71506467086,0.03706248
115.95848340231,0.037166125
115.21013237912,0.03726978
114.46986388914,0.037373445
113.73753419293,0.03747712
113.01300337977,0.037580805
112.29613522882,0.0376845
111.5867970789,0.037788205
110.88485970119,0.03789192
110.19019717997,0.037995645
109.5026867975,0.03809938
108.82220892426,0.038203125
108.14864691367,0.03830688
107.48188700147,0.038410645
106.82181821,0.03851442
106.16833225513,0.038618205
105.52132345832,0.038722
104.88068866211,0.038825805
104.24632714817,0.03892962
103.61814056013,0.039033445
102.99603282801,0.03913728
102.37991009698,0.039241125
101.76968065836,0.03934498
101.16525488265,0.039448845
100.56654515681,0.03955272
99.973465822324,0.039656605
99.385933116455,0.0397605
98.803865116003,0.039864405
98.227181682098,0.03996832
97.655804408359,0.040072245
97.089656569963,0.04017618
96.528663075288,0.040280125
95.972750418708,0.04038408
95.421846635614,0.040488045
94.875881258567,0.04059202
94.33478527577,0.040696005
93.798491090137,0.0408
93.266932480029,0.040904005
92.740044562167,0.04100802
92.217763754615,0.041112045
91.700027741727,0.04121608
91.186775440344,0.041320125
90.67794696671,0.04142418
90.173483604898,0.041528245
89.673327776066,0.04163232
89.177423008847,0.041736405
88.685713910661,0.0418405
88.198146139977,0.041944605
87.714666379311,0.04204872
87.235222309421,0.042152845
86.759762584195,0.04225698
86.288236806185,0.042361125
85.820595503187,0.04246528
85.356790104893,0.042569445
84.896772921505,0.04267362
84.440497121721,0.042777805
83.987916712296,0.042882
83.538986517573,0.042986205
83.093662160224,0.04309042
82.651900042048,0.043194645
82.213657325973,0.04329888
81.778891917688,0.043403125
81.347562448738,0.04350738
80.919628259467,0.043611645
80.495049383035,0.04371592
80.073786529217,0.043820205
79.655801069251,0.0439245
79.241055020684,0.044028805
78.829511033203,0.04413312
78.421132374192,0.044237445
78.01588291516,0.04434178
77.613727118309,0.044446125
77.214630023885,0.04455048
76.818557237338,0.044654845
76.425474916948,0.04475922
76.035349762306,0.044863605
75.648149002269,0.044968
75.263840383986,0.045072405
74.88239216197,0.04517682
74.503773087145,0.045281245
74.127952396579,0.04538568
73.754899803469,0.045490125
73.384585487098,0.04559458
73.016980083349,0.045699045
72.652054675365,0.04580352
72.289780784347,0.045908005
71.930130360705,0.0460125
71.57307577553,0.046117005
71.218589812021,0.04622152
70.866645657272,0.046326045
70.517216894255,0.04643058
70.170277494219,0.046535125
69.825801808833,0.04663968
69.483764562827,0.046744245
69.144140846713,0.04684882
68.80690610983,0.046953405
68.472036153426,0.047058
68.139507123749,0.047162605
67.809295505709,0.04726722
67.481378116307,0.047371845
67.155732098537,0.04747648
66.832334915153,0.047581125
66.511164342686,0.04768578
66.192198465788,0.047790445
65.875415671323,0.04789512
65.560794642936,0.047999805
65.248314355645,0.0481045
64.937954070552,0.048209205
64.629693329398,0.04831392
64.323511950092,0.048418645
64.019390021133,0.04852338
63.717307897001,0.048628125
63.417246193616,0.04873288
63.119185783479,0.048837645
62.823107791316,0.04894242
62.52899358948,0.049047205
62.23682479382,0.049152
61.946583259317,0.049256805
61.658251076124,0.04936162
61.371810565205,0.049466445
61.087244274761,0.04957128
60.804534976067,0.049676125
60.523665659897,0.04978098
60.244619532616,0.049885845
59.967380012729,0.04999072
59.691930727272,0.050095605
59.418255508258,0.0502005
59.146338389327,0.050305405
58.8761636025,0.05041032
58.607715574861,0.050515245
58.340978925257,0.05062018
58.075938461213,0.050725125
57.812579176082,0.05083008
57.550886245721,0.050935045
57.290845025762,0.05104002
57.032441048679,0.051145005
56.775660020923,0.05125
